contig_name,plasmid_score,chromosome_score,predicted_label
91,0.15021859,0.87644947,Chromosome
150,0.1989521,0.9552282,Chromosome
92,0.1496169,0.87898314,Chromosome
30,0.80364424,0.19984561,Plasmid
66,0.827863,0.23641272,Plasmid
99,8.28675e-05,0.9999995,Chromosome
13,0.6001628,0.3816617,Plasmid
145,0.4479675,0.75117385,Chromosome
17,0.0107543515,0.9924896,Chromosome
15,0.0039642956,0.99781597,Chromosome
123,0.08413909,0.9850425,Chromosome
144,0.031667225,0.98295,Chromosome
32,1.0,7.0859373e-06,Plasmid
146,0.15795112,0.96665555,Chromosome
136,0.95947695,0.30714953,Plasmid
156,0.25114852,0.9129984,Chromosome
98,0.15604351,0.9784499,Chromosome
46,0.011979636,0.9996201,Chromosome
104,0.19077258,0.8564539,Chromosome
102,0.2579224,0.93801564,Chromosome
110,0.0005962569,0.9999926,Chromosome
63,0.7646091,0.80163234,Ambiguous
118,0.51017654,0.7907895,Ambiguous
105,0.17440571,0.97005063,Chromosome
31,0.8617193,0.1556124,Plasmid
138,0.004642421,0.9988319,Chromosome
165,0.034508474,0.9960808,Chromosome
82,0.20407796,0.95689005,Chromosome
122,0.18289949,0.9645845,Chromosome
39,0.99999976,0.0005142542,Plasmid
137,0.28022304,0.92717403,Chromosome
62,0.22614294,0.9594042,Chromosome
125,0.95505697,0.15263219,Plasmid
103,0.19198628,0.858204,Chromosome
127,0.26037738,0.9224216,Chromosome
96,0.1608493,0.97423756,Chromosome
112,0.89083534,0.33991393,Plasmid
168,0.97164774,0.073476814,Plasmid
147,0.11852499,0.9781983,Chromosome
111,0.039922304,0.9922472,Chromosome
133,0.2753233,0.9317726,Chromosome
70,0.22442976,0.9643283,Chromosome
54,0.8206978,0.3490974,Plasmid
141,0.16297846,0.86806905,Chromosome
77,0.27457803,0.9165434,Chromosome
44,0.8890166,0.3105811,Plasmid
25,0.86331916,0.14285241,Plasmid
121,0.26858342,0.9434009,Chromosome
109,0.26496136,0.94413805,Chromosome
113,0.96319014,0.26962307,Plasmid
171,0.18923138,0.8604456,Chromosome
79,0.26473632,0.9303264,Chromosome
172,0.18410058,0.86217546,Chromosome
130,0.18661681,0.96161574,Chromosome
129,0.12006856,0.9113756,Chromosome
128,0.120515615,0.90431833,Chromosome
81,0.31085482,0.88115656,Chromosome
33,0.7463,0.2623548,Plasmid
149,0.30710864,0.9113235,Chromosome
163,0.16371566,0.86931515,Chromosome
164,0.181923,0.86322856,Chromosome
69,0.34370908,0.91654605,Chromosome
18,0.080763035,0.9391121,Chromosome
42,0.2230812,0.7775711,Chromosome
152,0.21157981,0.9547314,Chromosome
38,0.98567235,0.1021363,Plasmid
28,0.9751015,0.075706445,Plasmid
83,0.26019236,0.93174404,Chromosome
97,0.01715207,0.9996393,Chromosome
65,0.026192281,0.99949574,Chromosome
117,0.27493644,0.8677159,Chromosome
67,0.32751074,0.9928156,Chromosome
64,0.7681683,0.7356139,Ambiguous
59,0.29863,0.92833245,Chromosome
3,0.00014782972,0.9998952,Chromosome
2,0.00028289395,0.999617,Chromosome
51,0.21623024,0.968272,Chromosome
154,0.016772738,0.99703455,Chromosome
5,0.00023896694,0.9998417,Chromosome
90,0.73142326,0.4255549,Plasmid
158,0.25122875,0.9260059,Chromosome
53,0.18348798,0.8581009,Chromosome
89,0.6527995,0.36686483,Plasmid
119,0.17902671,0.9443374,Chromosome
56,0.24342789,0.80190146,Chromosome
101,0.30019215,0.8950388,Chromosome
7,1.5112132e-05,0.9999927,Chromosome
170,0.032604817,0.9836411,Chromosome
166,0.03402271,0.99807394,Chromosome
57,0.22142908,0.79859084,Chromosome
75,0.28637323,0.9605522,Chromosome
29,0.84027666,0.17214815,Plasmid
78,0.33796474,0.6776056,Chromosome
61,0.4589889,0.8380855,Chromosome
19,0.11933895,0.90405256,Chromosome
35,0.45224229,0.75727624,Chromosome
115,0.9138569,0.30997354,Plasmid
100,0.21063682,0.80698884,Chromosome
108,0.21434085,0.95545137,Chromosome
22,0.51960135,0.4637294,Plasmid
68,0.4033039,0.98903626,Chromosome
161,0.092798896,0.93731284,Chromosome
162,0.09528616,0.936343,Chromosome
24,0.84855175,0.1589544,Plasmid
148,0.024014903,0.99411446,Chromosome
45,0.8068101,0.20808464,Plasmid
151,0.21001425,0.9511094,Chromosome
139,0.755699,0.28905064,Plasmid
27,0.6420875,0.3274949,Plasmid
52,0.19589835,0.85429007,Chromosome
124,0.27341846,0.90640974,Chromosome
85,0.19987713,0.84747875,Chromosome
84,0.20427942,0.84515995,Chromosome
6,6.5997665e-06,0.999997,Chromosome
173,0.6620604,0.32748476,Plasmid
143,0.27052727,0.8915094,Chromosome
16,0.948065,0.11896526,Plasmid
157,0.21287917,0.9350984,Chromosome
58,0.21643306,0.79870087,Chromosome
72,0.2296223,0.8076328,Chromosome
73,0.2672142,0.7896935,Chromosome
93,0.29293507,0.9075741,Chromosome
87,0.1714985,0.8729951,Chromosome
86,0.18420179,0.86872786,Chromosome
155,0.7214137,0.35641843,Plasmid
74,0.28427887,0.9315212,Chromosome
106,0.26391986,0.9263175,Chromosome
94,0.17725444,0.84961426,Chromosome
95,0.17688994,0.848198,Chromosome
60,0.04322874,0.99804986,Chromosome
116,0.28205037,0.9268,Chromosome
12,8.646509e-05,0.99996173,Chromosome
20,0.00019155291,0.9999188,Chromosome
114,0.0017754481,0.9999703,Chromosome
80,0.36238843,0.86900383,Chromosome
160,0.0055074687,0.9979304,Chromosome
37,0.26184306,0.7853616,Chromosome
36,0.2629474,0.79471254,Chromosome
132,0.2464934,0.9526506,Chromosome
41,0.873677,0.14755738,Plasmid
47,0.761294,0.26129493,Plasmid
134,0.13940506,0.9769469,Chromosome
135,0.012628926,0.9976895,Chromosome
71,0.9797347,0.26221016,Plasmid
9,6.832565e-05,0.9999672,Chromosome
88,0.21266715,0.801599,Chromosome
26,0.061743453,0.95404387,Chromosome
169,0.014058452,0.9973362,Chromosome
10,0.00050948834,0.9997271,Chromosome
153,0.4119555,0.88826203,Chromosome
167,0.04469241,0.99877113,Chromosome
43,0.13056128,0.99887496,Chromosome
11,0.0030450386,0.9982844,Chromosome
1,5.445739e-08,1.0,Chromosome
140,0.15484712,0.97068876,Chromosome
49,0.19972807,0.8576899,Chromosome
50,0.21216083,0.85219836,Chromosome
142,0.1607997,0.87043,Chromosome
76,0.02508084,0.99854064,Chromosome
120,0.01764343,0.99074554,Chromosome
23,0.88921905,0.1303139,Plasmid
55,0.22718054,0.8111536,Chromosome
126,0.24157192,0.985748,Chromosome
131,0.23882881,0.94697183,Chromosome
14,0.01672995,0.9899447,Chromosome
8,0.0014258593,0.9987382,Chromosome
48,0.00014733984,0.9999994,Chromosome
34,0.9999918,0.005196719,Plasmid
107,0.20911908,0.9224926,Chromosome
4,0.00019059569,0.9998821,Chromosome
159,0.22109374,0.95675164,Chromosome
40,0.5502789,0.48929805,Plasmid
21,0.99999416,0.00023416261,Plasmid
